Nro,PROVINCIA,CANTÓN,PARROQUIA,RAZÓN SOCIAL CONCENTRADOR,RAZÓN SOCIAL IFI,RAZÓN SOCIAL AGENCIA,NOMBRE AGENCIA,TIPO AGENCIA,DIRECCIÓN PRIMARIA AGENCIA / CORRESPONSAL O PUNTO PAGO,full_address,country,admin_area,lon,lat
1,SANTA ELENA,SANTA ELENA,CHANDUY,BANRED,BANCO DE GUAYAQUIL,YAGUAL AQUINO MERYBETH,MINI TIENDA DENISSE,CNB,SANTA ELENA EN LA Y VIA A ANCON,"SANTA ELENA EN LA Y VIA A ANCON, SANTA ELENA",EC,SANTA ELENA,-80.8823769,-2.3144577
1,SANTA ELENA,SANTA ELENA,CHANDUY,BANRED,BANCO DE GUAYAQUIL,GUARANDA CRUZ MIRIAN AURA,DESPENSA GUARANDA,CNB,COMUNA PECHICHE BARRIO LAS PE¦AS DIAGONA,"COMUNA PECHICHE BARRIO LAS PE¦AS DIAGONA, SANTA ELENA",EC,SANTA ELENA,-80.859499,-2.2267105
1,SANTA ELENA,SANTA ELENA,CHANDUY,BANRED,BANCO DE GUAYAQUIL,ASENCIO LINDAO PETITA GINA,TIENDA DE VIVERES ESTHER,CNB,"COMUNA SAN RAFAEL PARROQUIA CHANDUY, ATR","COMUNA SAN RAFAEL PARROQUIA CHANDUY, ATR, SANTA ELENA",EC,SANTA ELENA,-80.65627529999999,-2.3558915
1,SANTA ELENA,SANTA ELENA,CHANDUY,BANRED,BANCO DE GUAYAQUIL,MAGALLAN MARTINEZ CINTHIA CLARIBEL,TIENDA JOSUE,CNB,BARRIO ENRIQUETA CANDELL SECTOR K1 SANTA,"BARRIO ENRIQUETA CANDELL SECTOR K1 SANTA, SANTA ELENA",EC,SANTA ELENA,-80.805206,-2.292497
1,SANTA ELENA,SANTA ELENA,CHANDUY,BANRED,BANCO DE GUAYAQUIL,REYES BERMEO HEDY LEONOR,BAZAR Y PAPELERIA LE & SA,CNB,SANTA ELENA CALLE BOLIVAR S/N Y ATAHUAL,"SANTA ELENA CALLE BOLIVAR S/N Y ATAHUAL, SANTA ELENA",EC,SANTA ELENA,-80.85938449999999,-2.2268901
1,SANTA ELENA,SANTA ELENA,CHANDUY,BANRED,BANCO DE GUAYAQUIL,YUMISACA TUQUINGA JOSE SEGUNDO,COMERCIAL EL EXITO,CNB,CERECITA-AV. PRINCIPAL A 10 METROS EMPRE,"CERECITA-AV. PRINCIPAL A 10 METROS EMPRE, SANTA ELENA",EC,SANTA ELENA,-80.85938449999999,-2.2268901
1,SANTA ELENA,SANTA ELENA,CHANDUY,BANRED,BANCO DE GUAYAQUIL,TOMALA SUAREZ DAVID ENRIQUE,BAZAR NARCYS,CNB,"COMUNA LIBERTADOR BOLIVAR VIA PRINCIPAL,","COMUNA LIBERTADOR BOLIVAR VIA PRINCIPAL,, SANTA ELENA",EC,SANTA ELENA,-80.7338468,-1.884
1,SANTA ELENA,SANTA ELENA,CHANDUY,BANRED,BANCO DE GUAYAQUIL,GUARANDA CRUZ JOYCE ESTEFANIA,BOTICA COMUNITARIA,CNB,"EL REAL, AV PRINCIPAL VIA A LA PLAYA, CH","EL REAL, AV PRINCIPAL VIA A LA PLAYA, CH, SANTA ELENA",EC,SANTA ELENA,-80.85938449999999,-2.2268901
1,SANTA ELENA,SANTA ELENA,CHANDUY,BANRED,BANCO DE GUAYAQUIL,CARPIO REYES OLIVIA SARITA,MINI TIENDA SARITA,CNB,"BARRIO BELLAVISTA, CALLE 3ERA","BARRIO BELLAVISTA, CALLE 3ERA, SANTA ELENA",EC,SANTA ELENA,-80.319137,-2.1673589
1,SANTA ELENA,SANTA ELENA,CHANDUY,BANRED,BANCO DE GUAYAQUIL,GUEVARA BURGOS AMANCIO EFRAIN,COMERCIAL MIGUEL ANGEL,CNB,"AV. PRINCIPAL, JUNTO A LA PANADERIA VIRG","AV. PRINCIPAL, JUNTO A LA PANADERIA VIRG, SANTA ELENA",EC,SANTA ELENA,NA,NA
1,SANTA ELENA,SANTA ELENA,CHANDUY,BANRED,BANCO DE GUAYAQUIL,BRIONES BRAVO SHIRLEY ALEXANDRA,CYBER ICE CREAM ALEXVICT,CNB,"SAN PABLO, BARRIO 25 DE JULIO Y CALLE 10","SAN PABLO, BARRIO 25 DE JULIO Y CALLE 10, SANTA ELENA",EC,SANTA ELENA,-80.85938449999999,-2.2268901
1,SANTA ELENA,SANTA ELENA,CHANDUY,BANRED,BANCO DE GUAYAQUIL,NEIRA BELTRAN ARISTIDES PRIMITIVO,ABACERIA Y PANADERIA MARINA,CNB,CHANDUY CALLE 5 DE JUNIO Y JOSE LUIS TAM,"CHANDUY CALLE 5 DE JUNIO Y JOSE LUIS TAM, SANTA ELENA",EC,SANTA ELENA,-80.6853986,-2.4011794
1,SANTA ELENA,SANTA ELENA,CHANDUY,BANRED,BANCO DE GUAYAQUIL,BRIONES BRAVO SHIRLEY ALEXANDRA,CYBER ALEX VICT,CNB,"SAN PABLO, AV 9 DE OCTUBRE Y ABDON CALDE","SAN PABLO, AV 9 DE OCTUBRE Y ABDON CALDE, SANTA ELENA",EC,SANTA ELENA,-80.916876,-2.220755
1,SANTA ELENA,SANTA ELENA,CHANDUY,BANRED,BANCO DE GUAYAQUIL,VILLON LINDAO RICARDO XAVIER,COMERCIAL ELIZABETH,CNB,"COMUNA SAN RAFAEL BARRIO CENTRAL, SANTA","COMUNA SAN RAFAEL BARRIO CENTRAL, SANTA, SANTA ELENA",EC,SANTA ELENA,-80.656215,-2.3574399
1,SANTA ELENA,SANTA ELENA,CHANDUY,BANRED,BANCO DE GUAYAQUIL,CHACA LEON DIEGO ESTEBAN,PAÑALERA PIECITOS,CNB,SANTA ELENA CALLE OLMEDO Y 9 DE OCTUBRE,"SANTA ELENA CALLE OLMEDO Y 9 DE OCTUBRE, SANTA ELENA",EC,SANTA ELENA,-80.916876,-2.220755
1,SANTA ELENA,SANTA ELENA,CHANDUY,BANRED,BANCO DE GUAYAQUIL,PONCE DE LA O MARIA CLAUDINA,MINI MARKET LA GRILLADA,CNB,"SANTA ELENA, TERMINAL TERRESTRE VíA BALL","SANTA ELENA, TERMINAL TERRESTRE VíA BALL, SANTA ELENA",EC,SANTA ELENA,-80.8662677,-2.2164689
1,SANTA ELENA,SANTA ELENA,CHANDUY,BANRED,BANCO DE GUAYAQUIL,ORRALA ORRALA MERCEDES AMARILIS,TIENDA PENIEL,CNB,COMUNA SAN PABLO CALLE VELASCO IBARRA Y,"COMUNA SAN PABLO CALLE VELASCO IBARRA Y, SANTA ELENA",EC,SANTA ELENA,-80.7746228,-2.1428955
1,SANTA ELENA,SANTA ELENA,CHANDUY,BANRED,BANCO DE GUAYAQUIL,SEGOVIA PILAY SANDY MARLENE,VARIEDADES Y ALGO MAS SARAY,CNB,"AV. FRANCISCO PIZARRO, TERMINAL TERRESTR","AV. FRANCISCO PIZARRO, TERMINAL TERRESTR, SANTA ELENA",EC,SANTA ELENA,-80.8662677,-2.2164689
